Pos,Num,name,Equipe,gender,Cat,Por Categoria,TOP 100,KM10,"KM21,1","KM 26,2",KM 30,"KM 34,2",time,Tempo Bruto,Vel.Média
143,10822,JOAO DUARTE DE LIMA,DORI ALIMENTOS,Masculino,VET1M,10,,0:41:07,1:26:41,1:48:54,2:05:24,2:23:59,3:05:55,3:06:06,"13,62"
144,10972,MAURICIO GABRIEL G. S. DE V. GALVAO,GO ON OUTDOOR,Masculino,PRE-VETM,66,,0:41:57,1:29:04,1:51:57,2:08:31,2:27:04,3:06:06,3:06:23,"13,61"
145,10697,ELSON ALVES SANTOS JUNIOR,,Masculino,MASTM,52,,0:43:27,1:31:31,1:54:22,2:11:00,2:28:59,3:06:06,3:07:11,"13,60"
146,11055,RENATO LISBOA,,Masculino,PRE-VETM,67,,0:42:58,1:29:44,1:51:46,2:07:53,2:25:55,3:06:33,3:07:05,"13,57"
147,11794,JAKOB ZUMBE,,Masculino,ADULM,9,,0:44:51,1:32:19,1:54:34,2:10:46,2:28:24,3:06:44,3:09:23,"13,56"
148,10804,IVAIR NICODEM,,Masculino,VET1M,11,,0:42:15,1:29:15,1:52:34,2:09:33,2:28:31,3:06:45,3:06:50,"13,56"
149,11735,GUSTAVO HENRIQUE LINS BASTO,DELUKA,Masculino,MASTM,53,,0:39:59,1:25:23,1:47:50,2:05:10,,3:06:46,3:06:50,"13,56"
150,12147,MOISES DO AMARAL TEDESCHI,MOISESTEDESCHIASSESSORIAESPORTIVA,Masculino,PRE-VETM,68,,0:42:25,1:29:13,1:52:59,2:10:05,2:28:58,3:06:54,3:11:01,"13,55"
151,10803,ISRAEL MACHADO DIAS,,Masculino,PRE-VETM,69,,0:40:21,1:25:25,1:47:25,2:04:13,2:24:15,3:07:00,3:07:09,"13,54"
152,11913,LAERCIO LIMA,,Masculino,PRE-VETM,70,,0:43:50,1:30:09,1:52:25,2:08:32,2:26:33,3:07:04,3:09:30,"13,53"
153,10892,LEONARDO MATTOS SILVA,CIA DOS CAVALOS,Masculino,PRE-VETM,71,,0:42:30,1:30:11,1:53:28,2:10:45,2:29:17,3:07:12,3:07:36,"13,53"
154,13645,RICARDO GUARNETTI UEDA,,Masculino,MASTM,54,,0:43:09,1:29:19,1:51:43,2:08:24,2:27:30,3:07:13,3:08:56,"13,52"
155,11164,WELLINGTON SCHREOEDER,,Masculino,MASTM,55,,0:45:07,1:33:22,1:56:23,2:13:24,2:31:27,3:07:57,3:09:09,"13,47"
156,10722,FABIO CESAR DANTAS,CALANGOS,Masculino,PRE-VETM,72,,0:44:09,1:33:53,1:57:01,2:13:58,2:32:03,3:07:59,3:08:16,"13,47"
157,10952,MARCOS MENEZES OLIVEIRA,,Masculino,PRE-VETM,73,,0:43:34,1:31:35,1:54:26,2:11:19,2:29:38,3:08:03,3:09:31,"13,46"
158,10888,LEONARDO DA SILVA MOTA,PACEFIT,Masculino,MASTM,56,,0:43:29,1:30:28,1:53:05,2:09:50,2:28:11,3:08:11,3:09:13,"13,45"
159,10874,KLEBER RIBEIRO CUNHA,,Masculino,MASTM,57,,0:42:43,1:29:49,1:53:08,2:10:16,2:29:04,3:08:16,3:08:52,"13,45"
160,11499,DIMAS CAMPOS,RUMOAOTOPOTRAILRUN,Masculino,VET1M,12,,0:43:41,1:31:11,1:53:42,2:10:22,2:29:06,3:08:29,3:10:03,"13,43"
161,10825,JOAO GUILHERME CALDAS STEINSTRAESSER,,Masculino,ADULM,10,,0:43:51,1:32:42,1:55:42,2:12:27,2:30:22,3:08:38,3:09:35,"13,42"
162,12344,ROJEAN RUBEMAR DE MELO,RRATLETASDECRISTO,Masculino,PRE-VETM,74,,0:42:11,1:29:49,1:52:36,2:09:28,2:28:16,3:08:51,3:10:20,"13,41"
163,10924,LUIZ ESTEVAO DA SILVA,NP TREINAMENTO,Masculino,VET1M,13,,0:45:25,1:35:11,1:58:41,2:15:29,2:33:24,3:08:59,3:09:46,"13,40"
164,10620,CLAUDINEIS DE OLIVEIRA,RM.ASSESSORIA ESPORTIVA,Masculino,PRE-VETM,75,,0:42:03,1:28:45,1:51:36,2:09:29,2:28:37,3:09:18,3:09:29,"13,37"
165,11088,RODRIGO HIDETOSHI ISHIDA,ZTRACK,Masculino,PRE-VETM,76,,0:45:40,1:33:37,1:56:04,2:12:41,2:30:33,3:09:21,3:10:31,"13,37"
166,10754,FLAVIO TEIXEIRA SILVA,CONTRATEMPO RUNNING,Masculino,MASTM,58,,0:44:05,1:33:01,1:56:13,2:12:53,2:31:17,3:09:21,3:10:27,"13,37"
167,10880,LEANDRO FERNANDES DE CARVALHO,RENTATOUR,Masculino,MASTM,59,,0:45:09,1:33:55,1:56:45,2:13:32,2:31:30,3:09:25,3:10:34,"13,37"
168,10590,BRUNO MANTOVANI,RACHAO,Masculino,PRE-VETM,77,,0:42:07,1:29:29,1:52:34,2:09:39,2:28:55,3:09:32,3:10:44,"13,36"
169,10777,GLAUCO LUCIO DE SOUZA,,Masculino,PRE-VETM,78,,0:43:21,1:32:52,1:55:57,2:12:50,2:30:53,3:09:35,3:10:14,"13,35"
170,11628,FABIO FERREIRA LIMA,NOTENHO,Masculino,PRE-VETM,79,,0:43:23,1:32:36,1:55:53,2:12:45,2:31:08,3:09:35,3:11:00,"13,35"
171,10544,AMARO ALVES ALMEIDA NETO,,Masculino,MASTM,60,,0:42:07,1:30:26,1:54:07,2:11:26,2:30:27,3:09:38,3:09:46,"13,35"
172,11181,KLEITON DE MORAIS LUCATELLI,ALFARUN,Masculino,MASTM,61,,0:43:16,1:33:29,1:56:11,2:13:10,2:31:32,3:09:49,3:10:26,"13,34"
173,12490,WAGNER MIRANDA FARIAS,BRODOWSKIRUNNERS,Masculino,PRE-VETM,80,,0:43:41,1:32:08,1:55:35,2:12:52,2:31:19,3:10:12,3:11:58,"13,31"
174,10656,DINIZ ALEXANDRE DE ANDRADE,,Masculino,PRE-VETM,81,,0:41:22,1:27:39,1:50:06,2:07:21,2:27:10,3:10:36,3:11:16,"13,28"
175,10805,IVAN GRAF,MB PERSONAL TRAINERS,Masculino,PRE-VETM,82,,0:44:18,1:32:43,1:56:08,2:13:22,2:32:10,3:10:53,3:12:23,"13,26"
176,10859,JOSE URBANO PEREIRA FILHO,GUTO SORBO TREINAMENTO ESPORTIVO,Masculino,MASTM,62,,0:45:09,1:34:06,1:57:25,2:14:28,2:33:02,3:10:59,3:12:05,"13,26"
177,11031,RAFAEL DE SOUSA FERNANDES,,Masculino,MASTM,63,,0:42:47,1:30:43,1:53:24,2:10:12,2:28:27,3:11:24,3:12:00,"13,23"
178,10776,GILVANDO DIAS,,Masculino,VET1M,14,,0:41:48,1:28:40,1:51:13,2:07:26,2:26:57,3:11:35,3:11:38,"13,22"
179,12853,EDMILSON ALVES DOS SANTOS,,Masculino,PRE-VETM,83,,0:45:06,1:33:30,1:57:20,2:14:25,2:33:18,3:11:36,3:13:23,"13,21"
180,10988,NATHANAEL ARAUJO PELAN,PARAISO RUNNING,Masculino,ADULM,11,,0:43:20,1:31:10,1:54:17,2:11:29,2:30:06,3:11:45,3:13:15,"13,20"
181,10614,CHARLES FERLETE DOS SANTOS,KM RUNNER,Masculino,MASTM,64,,0:43:26,1:30:52,1:53:49,2:10:50,2:29:59,3:11:50,3:13:03,"13,20"
182,11064,RICARDO NISHIMORI,,Masculino,PRE-VETM,84,,0:43:34,1:31:33,2:01:51,2:18:36,2:36:16,3:11:55,3:13:06,"13,19"
183,11097,ROGERIO YAMADA,RONIN RUNNER,Masculino,PRE-VETM,85,,0:46:02,1:34:34,1:58:08,2:15:24,2:33:54,3:12:01,3:12:37,"13,19"
184,12108,MARLISIO GOMES GARCIA,RUNNERS42K,Masculino,PRE-VETM,86,,0:43:23,1:32:39,1:55:45,2:12:56,2:32:06,3:12:06,3:14:03,"13,18"
185,11792,JAIR PEDRO DE SOUZA JUNIOR,JZRUNNERS,Masculino,MASTM,65,,0:43:03,1:30:53,1:54:14,2:11:25,2:31:05,3:12:09,3:13:23,"13,18"
186,11556,EDUARDO TSUJITA XAVIER DOS SANTOS,,Masculino,MASTM,66,,0:45:17,1:35:29,1:59:35,2:16:48,2:35:09,3:12:11,3:16:09,"13,17"
187,10854,JOSE NILTON SOARES,,Masculino,PRE-VETM,87,,0:46:31,1:37:03,1:59:33,2:16:11,2:34:34,3:12:17,3:12:45,"13,17"
188,11196,ROBSON OLIVEIRA CESAR,,Masculino,MASTM,67,,0:43:55,1:32:16,1:56:17,2:13:37,2:33:05,3:12:30,3:16:15,"13,15"
189,10554,ANDRE FELIPE BERNERT,PG RUNNERS,Masculino,MASTM,68,,0:45:31,1:34:16,1:57:37,2:14:39,2:33:08,3:12:36,3:13:23,"13,14"
190,12166,NEWTON MARTINS VIEIRA FILHO,CASALQUECORRE,Masculino,PRE-VETM,88,,0:47:02,1:35:57,1:58:55,2:15:42,2:34:03,3:12:40,3:30:01,"13,14"
191,11155,VINICIUS VICENTE,CORRER E BEBER,Masculino,ADULM,12,,0:43:37,1:31:22,1:54:34,2:11:48,2:32:22,3:12:41,3:13:39,"13,14"
192,11450,DANIEL FAUSTINO DOS SANTOS,RUMOCERTODFS,Masculino,VET1M,15,,0:43:02,1:31:08,1:55:15,2:12:49,2:32:34,3:12:44,3:30:48,"13,14"
193,10673,EDLIEL DA SILVA ARCANJO,,Masculino,MASTM,69,,0:44:55,1:35:29,1:59:17,2:16:26,2:34:51,3:12:48,3:12:53,"13,13"
194,12341,ROGERIO RAMOS,HSTLSOLUCESEMSERVIOSTERCEIRIZADOS,Masculino,PRE-VETM,89,,0:45:29,1:35:24,1:58:53,2:16:11,2:34:36,3:12:50,3:15:04,"13,13"
195,11858,JOSE OMENA DA SILVA,GERAOSADEHELIPOLIS,Masculino,VET1M,16,,0:42:14,1:28:19,1:50:54,2:07:30,2:26:31,3:12:52,3:14:45,"13,13"
196,11030,RAFAEL DE LIMA,,Masculino,MASTM,70,,0:44:01,1:33:15,1:56:34,2:13:56,2:33:03,3:12:53,3:13:39,"13,13"
197,11992,LUIZ ALBERTO TADEU DA LUZ,,Masculino,PRE-VETM,90,,0:43:02,1:31:13,,2:12:19,2:32:00,3:12:57,3:15:00,"13,12"
198,11890,JULIANO ALVES DA SILVA,PANGARSVOADORES,Masculino,PRE-VETM,91,,0:44:05,1:32:35,1:56:17,2:13:46,2:32:40,3:13:00,3:15:08,"13,12"
199,10716,EVERSON LUIS DE CAMPOS MOURA,EMBRAER,Masculino,PRE-VETM,92,,0:43:33,1:32:40,1:56:21,2:13:52,2:32:47,3:13:04,3:14:01,"13,11"
200,11169,WILLIAM M OLIVEIRA,AVULSO,Masculino,MASTM,71,,0:46:06,1:35:54,1:59:41,2:16:55,2:35:29,3:13:04,3:13:45,"13,11"
201,10735,FELIPE DA SILVA VIANNA,,Masculino,MASTM,72,,0:44:16,1:33:33,1:56:51,2:14:07,2:32:48,3:13:07,3:14:03,"13,11"
202,10951,MARCOS FERREIRA DA SILVA,,Masculino,PRE-VETM,93,,0:42:45,1:30:02,1:52:06,2:08:12,2:25:52,3:13:10,3:13:40,"13,11"
203,10858,JOSE ROBERTO ALVES DE LIMA,PERDIDOS DA CORRIDA,Masculino,PRE-VETM,94,,0:44:29,1:32:34,1:55:57,2:12:58,2:32:06,3:13:24,3:14:27,"13,09"
204,10568,ANTONIO AUGUSTO COLI DE OLIVEIRA,,Masculino,MASTM,73,,0:45:43,1:35:13,1:58:40,2:16:01,2:34:33,3:13:37,3:14:51,"13,08"
205,11269,AMIR FERREIRA,,Masculino,MASTM,74,,0:45:28,1:36:41,2:00:32,2:17:48,2:36:15,3:13:45,3:14:43,"13,07"
206,10518,AGNALDO SAMPAIO DE OLIVEIRA,AGNALDOSAMPAIO,Masculino,VET3M,1,,0:43:58,1:32:13,1:55:43,2:13:02,2:31:56,3:13:47,3:14:25,"13,06"
207,10905,LUCAS RAMOS ZILOCCHI,,Masculino,MASTM,75,,0:43:17,1:33:22,1:56:07,2:12:46,2:30:43,3:13:48,3:14:08,"13,06"
208,11828,JONAS CLARINDO RODRIGUES,TOPENERGYRUN,Masculino,MASTM,76,,0:44:50,1:32:52,1:55:53,2:12:51,2:31:45,3:13:49,3:16:24,"13,06"
209,10941,MARCIO AP. BARBOSA,AVULSO,Masculino,PRE-VETM,95,,0:42:00,1:32:32,1:56:45,2:14:22,2:32:30,3:13:51,3:14:02,"13,06"
210,14729,MOISES MAGALHAES SA,,Masculino,VET1M,17,,0:45:21,1:35:26,1:59:34,2:16:56,2:35:38,3:13:53,3:25:34,"13,06"
211,11140,VALTULIO DA SILVA SANTOS,,Masculino,PRE-VETM,96,,0:41:47,1:32:26,1:56:39,2:14:41,2:34:15,3:14:00,3:14:04,"13,05"
212,11871,JOSE VALTER DE OLIVEIRA,ADCEMBRAER,Masculino,VET1M,18,,0:44:43,1:34:20,1:58:14,2:15:29,2:34:31,3:14:00,3:15:55,"13,05"
213,10965,MARIO CESAR MIGUEL SANTOS,CONTRA TEMPO RUNNING,Masculino,MASTM,77,,0:44:08,1:33:40,1:57:26,2:14:53,2:33:43,3:14:03,3:15:05,"13,05"
214,11820,JOAO PAULO OLIVEIRA ALVES,AWASSESSORIAESPORTIVA,Masculino,MASTM,78,,0:42:42,1:28:58,1:51:36,2:08:38,2:29:36,3:14:10,3:16:50,"13,04"
215,10899,LUCAS AGUIAR SOARES,FRALEON ESPORTES,Masculino,ADULM,13,,0:40:18,1:28:06,1:51:04,2:08:15,2:27:36,3:14:10,3:14:25,"13,04"
216,11156,VITOR FERREIRA NETO,FAST CORREDORES,Masculino,MASTM,79,,0:46:16,1:36:23,2:00:06,2:17:11,2:35:33,3:14:14,3:14:45,"13,03"
217,12128,MAVERSON MARTINS,,Masculino,MASTM,80,,0:47:49,1:38:34,2:02:04,2:19:17,2:37:30,3:14:15,3:17:51,"13,03"
218,10876,LAUDELINO ALVES DE CARVALHO JUNIOR,FLY,Masculino,PRE-VETM,97,,0:42:49,1:29:51,1:52:36,2:10:01,2:29:55,3:14:19,3:16:55,"13,03"
219,12342,ROGERIO TEIXEIRA BORBA,,Masculino,VET1M,19,,0:45:20,1:33:22,1:56:14,2:13:22,2:32:13,3:14:19,3:16:24,"13,03"
220,11253,ALEXANDRE DOS SANTOS COSTA,,Masculino,MASTM,81,,0:45:45,1:35:49,1:59:16,2:16:37,2:35:26,3:14:37,3:17:11,"13,01"
221,11645,FELIPE DONGRE DE MATOS CAMPOS,,Masculino,MASTM,82,,0:44:53,1:33:48,1:57:34,2:15:58,2:35:10,3:14:37,3:16:15,"13,01"
222,11058,RENNIER F. LAIATTI,,Masculino,ADULM,14,,0:42:13,1:29:22,1:52:14,2:10:21,2:30:46,3:14:43,3:14:48,"13,00"
223,11120,THIAGO FERNANDES DE OLIVEIRA,SAVAZONIRUNNINGTEAM,Masculino,MASTM,83,,0:45:42,1:36:47,1:59:59,2:16:52,2:35:02,3:14:55,3:16:41,"12,99"
224,14220,EDSON SILVA DE JESUS,OCR300,Masculino,PRE-VETM,98,,0:46:17,1:35:02,1:58:44,2:15:43,2:34:28,3:14:57,3:16:48,"12,99"
225,12121,MAURICIO MOREIRA DA SILVA,,Masculino,PRE-VETM,99,,0:43:56,1:32:44,1:57:04,2:14:53,2:34:37,3:14:57,3:17:00,"12,99"
226,11862,JOSE RICARDO SOTTA,FISIOSPORTS,Masculino,MASTM,84,,0:45:23,1:34:36,1:58:32,2:15:43,2:34:29,3:14:57,3:17:24,"12,99"
227,10676,EDSON LUIS SANTOS,VAMOS QUE VAMOS,Masculino,PRE-VETM,100,,0:46:31,1:37:32,2:01:38,2:19:23,2:37:55,3:15:04,3:15:26,"12,98"
228,10844,JOSE AMILTON SOUSA,,Masculino,PRE-VETM,101,,0:42:47,1:32:05,1:56:17,2:13:39,2:33:08,3:15:16,3:15:35,"12,97"
229,11973,LUCIANO FERREIRA DA SILVA,BRUTUS,Masculino,PRE-VETM,102,,0:44:41,1:33:29,1:57:02,2:14:50,2:34:09,3:15:22,3:27:56,"12,96"
230,11121,THIAGO J. DE CASTRO PEREIRA,THIAGO PEREIRA,Masculino,MASTM,85,,0:42:45,1:29:31,1:51:45,2:10:01,2:31:15,3:15:27,3:16:13,"12,95"
231,11000,OSMARIO NUNES DE MORAES,BIRA ESPORTE RUN,Masculino,VET1M,20,,0:45:04,1:35:01,1:59:19,2:16:36,2:35:27,3:15:39,3:17:42,"12,94"
232,14245,ELTON SANCHES,,Masculino,MASTM,86,,0:45:38,1:35:08,2:00:00,2:17:57,2:37:41,3:15:40,3:27:12,"12,94"
233,16016,WILKERSON BONIFACIO,4XTEAMASSESSORIA,Masculino,PRE-VETM,103,,0:46:27,1:36:12,1:59:43,2:17:02,2:35:56,3:15:49,3:17:58,"12,93"
234,10727,FABIO HENRIQUE MUNIZ BROLEZI,,Masculino,MASTM,87,,0:42:20,1:29:06,1:51:09,2:07:13,2:27:53,3:15:50,3:17:00,"12,93"
235,12536,ALDEMIR BORGES DO NASCIMENTO,,Masculino,PRE-VETM,104,,0:42:48,1:29:31,1:52:25,2:09:26,2:28:39,3:15:58,3:27:26,"12,92"
236,10931,MARCELO BATISTA ALVES,,Masculino,MASTM,88,,0:45:20,1:35:40,1:59:29,2:16:50,2:35:26,3:16:03,3:17:24,"12,91"
237,10598,CARLOS ALBERTO RODRIGUES JUNIOR,FAST CORREDORES,Masculino,PRE-VETM,105,,0:46:15,1:37:56,2:01:49,2:19:00,2:38:01,3:16:08,3:16:40,"12,91"
238,10600,CARLOS CEZAR PEREIRA DIAS,FAST CORREDORES,Masculino,MASTM,89,,0:46:18,1:37:10,2:01:10,2:18:47,2:37:32,3:16:11,3:16:40,"12,91"
239,11033,RAFAEL ITO ARAI,,Masculino,MASTM,90,,0:43:41,1:32:22,1:56:08,2:14:11,2:34:08,3:16:11,3:17:28,"12,91"
240,15063,ZACARIAS SALLES,LEVAEU,Masculino,VET1M,21,,0:45:51,1:34:44,1:58:25,2:15:58,2:35:30,3:16:14,3:39:51,"12,90"
241,11166,WESLEY DAVID AVILLA ALLIT,,Masculino,MASTM,91,,0:45:49,1:35:18,1:59:47,2:17:38,2:36:58,3:16:21,3:16:38,"12,89"
242,12793,DANILO HENRIQUE GUILHERME,,Masculino,MASTM,92,,0:46:30,1:36:46,2:00:42,2:18:04,2:36:47,3:16:22,3:19:15,"12,89"
243,10764,GABRIEL FALEIROS LUNA,EQPERFORMANCE,Masculino,ADULM,15,,0:48:30,1:41:29,2:06:05,2:23:36,2:41:21,3:16:30,3:17:18,"12,88"
244,10896,LEYVO LARANJEIRA MARQUES,RAIZER,Masculino,VET1M,22,,0:46:59,1:37:48,2:02:01,2:19:26,2:38:01,3:16:32,3:16:45,"12,88"
245,10984,NATAN DE ABREU FARIA,CARBON FIT,Masculino,MASTM,93,,0:46:06,1:36:39,2:01:04,2:18:51,2:37:34,3:16:33,3:16:58,"12,88"
246,10891,LEONARDO MARCOS DE SOUZA,AVULSO,Masculino,MASTM,94,,0:42:49,1:30:42,1:58:47,2:16:10,2:35:43,3:16:44,3:17:35,"12,87"
247,10508,ADIL PEREIRA SALES,ADIL,Masculino,PRE-VETM,106,,0:46:01,1:35:23,,2:16:21,2:34:55,3:16:47,3:19:02,"12,87"
248,11204,ADAO BATISTA,,Masculino,PRE-VETM,107,,0:42:57,1:29:56,1:52:59,2:10:31,2:30:01,3:16:47,3:17:29,"12,87"
249,10753,FLAVIO FERNANDES VIEIRA,,Masculino,VET1M,23,,0:42:46,1:34:35,1:58:56,2:18:00,2:37:19,3:17:04,3:17:29,"12,85"
250,11960,LUCAS RODRIGUES FERREIRA BESSAS,,Masculino,MASTM,95,,0:46:13,1:36:44,2:00:41,2:18:08,2:36:49,3:17:09,3:21:52,"12,84"
251,10662,DOUGLAS OLDANI,,Masculino,PRE-VETM,108,,0:42:20,1:29:30,1:52:36,2:10:25,2:31:53,3:17:09,3:17:20,"12,84"
252,10603,CARLOS EDUARDO FERNANDES JUNIOR,LIBERI,Masculino,MASTM,96,,0:44:32,1:34:41,1:59:01,2:16:49,2:36:09,3:17:14,3:17:49,"12,84"
253,11135,UILSON ALVES ROCHA,,Masculino,PRE-VETM,109,,0:41:46,1:27:52,1:51:36,2:10:05,2:32:20,3:17:14,3:17:44,"12,84"
254,10726,FABIO DOS SANTOS SILVA,EQUIPE TORRES,Masculino,MASTM,97,,0:44:20,1:33:34,1:57:18,2:14:55,2:34:22,3:17:21,3:18:42,"12,83"
255,11741,HEBER HERNANDES,,Masculino,PRE-VETM,110,,0:44:50,1:34:05,1:58:10,2:15:47,2:35:31,3:17:22,3:18:51,"12,83"
256,12575,AMILTON CRUZ SILVA,,Masculino,PRE-VETM,111,,0:46:34,1:36:54,2:00:51,2:18:12,2:37:15,3:17:23,3:31:12,"12,83"
257,11044,REGINALDO BATISTA,LIVE! + ASSESSORIA ESPORTIVA,Masculino,PRE-VETM,112,,0:43:44,1:33:07,1:57:03,2:14:21,2:34:02,3:17:23,3:17:39,"12,83"
258,11205,ADAURI PALAVICINI DOS SANTOS JR,,Masculino,VET1M,24,,0:46:36,1:37:11,2:01:15,2:18:58,2:37:52,3:17:32,3:19:46,"12,82"
259,10775,GILVAN NUNES,GEOVANI BRAGA,Masculino,VET1M,25,,0:45:54,1:36:48,2:01:09,2:19:02,2:38:33,3:17:40,3:17:53,"12,81"
260,12438,TIAGO REOLON MANGABEIRA ALBERNAZ,,Masculino,MASTM,98,,0:47:08,1:38:33,2:03:04,2:21:12,2:40:23,3:17:41,3:20:03,"12,81"
261,11074,ROBSON ANDRE SILVA,R3 RUNNING,Masculino,PRE-VETM,113,,0:47:04,1:40:06,2:04:57,2:22:36,2:41:10,3:17:41,3:18:15,"12,81"
262,11848,JOSE FERNANDO DOS SANTOS,,Masculino,PRE-VETM,114,,0:46:25,1:37:05,2:01:33,2:19:41,2:38:52,3:17:45,3:20:03,"12,80"
263,11784,JADIELSON VIEIRA DA SILVA,ACADEMIALETSFIT,Masculino,MASTM,99,,0:45:16,1:34:49,1:58:39,2:16:04,2:35:38,3:17:47,3:19:57,"12,80"
264,11822,JOAO VICTOR PRADO DUTRA,,Masculino,MASTM,100,,0:46:15,1:35:13,1:58:32,2:14:54,2:35:46,3:17:54,3:21:11,"12,79"
265,11282,ANDERSON RAMOS ALVES,,Masculino,PRE-VETM,115,,0:45:40,1:36:00,2:00:02,2:17:48,2:37:24,3:17:58,3:20:11,"12,79"
266,13710,RONALDO CUNHA DE OLIVEIRA,AVULSO,Masculino,PRE-VETM,116,,0:48:44,1:39:33,2:03:19,2:20:25,2:39:00,3:17:59,3:32:06,"12,79"
267,11698,GERSON RIBEIRO SOARES,AVULSO,Masculino,PRE-VETM,117,,0:46:27,1:38:12,2:02:48,2:20:11,2:38:51,3:18:00,3:19:52,"12,79"
268,12572,AMARILDO DE OLIVEIRA SANTOS,,Masculino,PRE-VETM,118,,0:47:27,1:39:11,2:03:27,2:21:03,2:39:58,3:18:12,3:29:48,"12,77"
269,11317,ANTONIO CARLOS DOS SANTOS SILVA,RR.RUN,Masculino,VET1M,26,,0:46:17,1:36:33,2:00:24,2:19:15,2:37:39,3:18:13,3:24:01,"12,77"
270,11041,REGI PIMPIMPIM,LETS'VAMUUU,Masculino,VET1M,27,,0:47:15,1:38:23,2:03:00,2:20:23,2:39:03,3:18:16,3:19:56,"12,77"
271,10648,DENIS DUARTE PEREIRA,BRABOSULTRA,Masculino,MASTM,101,,0:42:23,1:29:46,1:53:20,2:10:58,2:31:13,3:18:19,3:18:37,"12,77"
272,10785,GUSTAVO DOS SANTOS BONANI,,Masculino,PRE-VETM,119,,0:45:15,1:35:58,1:59:56,2:17:19,2:36:54,3:18:19,3:19:18,"12,77"
273,11975,LUCIANO MONTEIRO,ATRETINHASEMAO,Masculino,MASTM,102,,0:46:54,1:36:42,2:00:33,2:18:37,2:37:36,3:18:22,3:20:43,"12,76"
274,10812,JAIRO SILVA RAMOS,VITALITA,Masculino,PRE-VETM,120,,0:48:24,1:40:39,2:04:30,2:21:55,2:40:20,3:18:25,3:21:32,"12,76"
275,13830,VICTOR HUGO MARGATO,,Masculino,MASTM,103,,0:48:01,1:39:06,2:03:08,2:21:00,2:40:16,3:18:26,3:30:10,"12,76"
276,12149,MOISES MARCONDES,SPEED RUN,Masculino,PRE-VETM,121,,0:46:58,1:36:37,2:00:41,2:18:00,2:37:20,3:18:31,3:21:18,"12,75"
277,11518,EDERSON BENTO DO CARMO,RUNNERS42K,Masculino,MASTM,104,,0:43:30,1:34:30,,2:09:47,2:28:59,3:18:44,3:20:38,"12,74"
278,10506,ADEMIR PEDRO DE LIMA DA CRUZ,CRUZATLETISMO,Masculino,PRE-VETM,122,,0:40:52,1:30:21,1:53:49,2:11:47,2:33:16,3:18:51,3:18:57,"12,73"
279,11394,CASSIANO DA SILVA HARTUNG,,Masculino,PRE-VETM,123,,0:48:57,1:40:00,2:04:23,2:21:46,2:40:37,3:18:51,3:22:09,"12,73"
280,11829,JONATAN GUIMARAES PIRES,OMTT,Masculino,MASTM,105,,0:47:01,1:37:42,2:01:41,2:19:30,2:39:00,3:18:53,3:24:03,"12,73"
281,12777,DANIEL BATISTA DUTRA,,Masculino,MASTM,106,,0:41:49,1:28:00,1:50:11,2:06:28,2:25:05,3:18:54,3:30:19,"12,73"
282,13021,FLAVIA APARECIDA DE MORAES,,Feminino,G-FEM,1,,0:44:19,1:35:43,1:59:56,2:18:03,2:37:50,3:18:55,3:20:50,"12,73"
283,11084,RODRIGO CRUZ,TATINHOS RUNNERS ASSESSORIA ESPORTIVA,Masculino,PRE-VETM,124,,0:45:42,1:36:58,2:01:25,2:19:09,2:38:22,3:18:56,3:19:36,"12,73"
284,10721,FABIO BARBI GABRIEL,,Masculino,VET1M,28,,0:44:26,1:35:49,2:00:57,2:20:33,2:40:03,3:19:00,3:19:15,"12,72"
285,11779,IZAAC LUIZ SILVINO,FISIOSPORTS,Masculino,MASTM,107,,0:45:42,1:36:42,2:01:04,2:18:48,2:38:26,3:19:00,3:21:25,"12,72"
286,10549,ANDERSON HERCULANO DA SILVA,TEAM RODRIGO BICUDO - BORA CORRER,Masculino,PRE-VETM,125,,0:46:06,1:37:02,2:01:44,2:19:33,2:38:52,3:19:08,3:19:43,"12,71"
287,11439,CLOVIS GOUVEA DA SILVA GRACIANO,,Masculino,PRE-VETM,126,,0:46:51,1:38:42,2:03:21,2:21:09,2:40:34,3:19:09,3:20:50,"12,71"
288,10621,CLAUDIO ALVES IZIDORO,ADM PERFORMANCE RUN,Masculino,PRE-VETM,127,,0:42:51,1:30:52,1:55:01,2:12:18,2:32:41,3:19:14,3:19:17,"12,71"
289,14344,GABRIEL DE OLIVEIRA VITORINO,BORALASSESSORIAESPORTIVA,Masculino,ADULM,16,,0:47:39,1:38:49,2:05:26,2:22:49,2:41:09,3:19:14,3:34:12,"12,71"
290,11737,GUSTAVO LUDUGERIO RIBEIRO,,Masculino,MASTM,108,,0:47:20,1:39:30,2:04:14,2:22:02,2:40:30,3:19:16,3:23:40,"12,71"
291,10698,ELTON APARECIDO COSTA DE OLIVEIRA,SANTISTASCORREDORES,Masculino,MASTM,109,,0:44:15,1:34:44,1:59:42,2:17:32,2:37:53,3:19:16,3:19:56,"12,71"
292,11011,PAULO MATTIAZZO,,Masculino,MASTM,110,,0:46:39,1:36:45,2:00:45,2:17:54,2:37:23,3:19:21,3:19:53,"12,70"
293,12383,SIDMAR RODRIGUES,,Masculino,PRE-VETM,128,,0:47:34,1:38:54,2:02:49,2:20:19,2:39:41,3:19:21,3:22:17,"12,70"
294,11130,THIAGO ZAMITH,ZAMITH,Masculino,MASTM,111,,0:45:45,1:35:54,2:00:59,2:18:19,2:37:40,3:19:30,3:21:41,"12,69"
