Pos,Num,name,Equipe,gender,Cat,Por Categoria,PC1_42K,PC2_42K,PC3_42K,time,Tempo Bruto,Vel.Média
2230,2877,LILIAN HOELLER RIBEIRO MARTINS,F3 ASSESSORIA ESPORTIVA,Feminino,F4549,85,0:43:21,2:01:39,3:44:38,4:29:05,4:31:59,6:25
2231,2445,CRISTIANE SOUSA MARES SANTOS,,Feminino,F4549,86,0:43:13,2:01:00,3:42:48,4:29:08,4:32:00,6:25
2232,1653,JAIR ZORTEA,EQUIPE BOLONHA,Masculino,M5054,145,0:45:52,2:07:48,3:47:52,4:29:11,4:32:11,6:25
2233,794,ELISANGELA LETICIA DA SILVA,RODRIGUES,Feminino,F4549,87,0:44:45,2:01:12,3:43:37,4:29:12,4:32:12,6:25
2234,1366,JOSIMARA VIEIRA FEMININO SILVA,EQUIPE RODRIGUES,Feminino,F4044,131,0:44:46,2:01:02,3:43:42,4:29:13,4:32:13,6:25
2235,989,TIAGO HENRIQUE FERRAZ DE MOURA,HELIOS RUNNING,Masculino,M4044,404,0:44:46,2:06:59,3:47:55,4:29:16,4:30:23,6:25
2236,1584,JOSE FRANCISCO DE OLIVEIRA,ASSESSORIA SPORTVIDA,Masculino,M6569,9,0:40:51,1:58:30,3:41:52,4:29:17,4:30:06,6:25
2237,507,ANA CAROLINE GOLFETO,TEAM MATHEUS MIGUEL,Feminino,F3034,71,0:42:15,2:01:56,3:39:46,4:29:19,4:31:32,6:25
2238,2944,SERGIO HENRIQUE MONTEIRO GOMES,INDIVIDUAL,Masculino,M3034,254,0:42:48,1:56:02,3:37:45,4:29:22,4:32:53,6:25
2239,1212,GIOVANI GUERINI,CORRER TOLEDO CIMA,Masculino,M4044,405,0:43:22,2:01:35,3:40:17,4:29:28,4:30:24,6:25
2240,535,FELIPE ANDRES TORO CHACON,LIFE,Masculino,M4549,254,0:38:40,1:53:47,3:43:01,4:29:30,4:30:12,6:25
2241,3532,NEY CAIRES SOUSA,RUNFORTOUJOURS,Masculino,M6569,10,0:42:01,1:59:16,3:43:16,4:29:34,4:30:42,6:25
2242,2365,LEONARDO MOURA DA SILVA,PERCORRER SOGIPA,Masculino,M4044,406,0:41:40,1:53:41,3:37:17,4:29:36,4:31:35,6:25
2243,1914,MARIA BETANIA SILVA PIRES DE SOUZA,GPFITNESS,Feminino,F4549,88,0:41:00,1:57:23,3:45:27,4:29:37,4:31:37,6:25
2244,409,JOSE ARQUIMEDES RIBEIRO DA SILVA,BANRISUL RUNNERS,Masculino,M3539,395,0:40:22,1:53:31,3:43:34,4:29:40,4:31:49,6:25
2245,1536,ANGELICA CRISTINA DA SILVA,IRONLEGION,Feminino,F3539,112,0:46:01,2:06:37,3:46:54,4:29:43,4:32:54,6:25
2246,1401,GABRIELA LUDVIG BITTENCOURT,IRON,Feminino,F3539,113,0:46:00,2:06:36,3:46:51,4:29:43,4:32:55,6:25
2247,802,CARLOS ALBERTO DA SILVA PEREIRA,,Masculino,M5054,146,0:40:15,1:53:22,3:37:11,4:29:44,4:30:37,6:25
2248,2155,FLAVIO ALVES DA ROCHA,ROCHA,Masculino,M4044,407,0:39:42,1:51:26,3:38:06,4:29:46,4:30:40,6:25
2249,2450,THIAGO DE LALA,PERSONAL TIAGO ANDREOLI,Masculino,M4044,408,0:48:22,2:08:59,3:48:44,4:29:56,4:33:12,6:26
2250,3192,MARCELO ANDRADE STARLING,SPORTIF CLINICA DE CORRIDA,Masculino,M4044,409,0:40:33,1:51:33,3:39:25,4:29:59,4:32:41,6:26
2251,1894,FERNANDA TRANCOSO DE JESUS DOS SANTOS ALVES,MVPERSONAL,Feminino,F4044,132,0:42:18,2:01:20,3:44:44,4:30:08,4:30:37,6:26
2252,1563,ANTONIO DANIEL RODRIGUEZ NOBLECILLA,INTENSE RUNNING CLUB,Masculino,M3539,396,0:44:12,2:04:05,3:43:21,4:30:09,4:31:46,6:26
2253,1298,WALDERIS ACETI,,Feminino,F5054,31,0:41:28,1:59:31,3:43:39,4:30:19,4:31:07,6:26
2254,1379,ELCIO PEREIRA DA SILVA,METROPOLITAN,Masculino,M5559,67,0:40:31,1:54:34,3:38:20,4:30:20,4:31:56,6:26
2255,2141,MIRIAM MAINARDIS,,Feminino,F6064,5,0:40:11,1:52:55,3:39:40,4:30:24,4:30:40,6:26
2256,2892,RENATO DE PAULA,BIKEUP PORTAO,Masculino,M4044,410,0:42:50,1:57:52,3:46:30,4:30:32,4:33:11,6:26
2257,592,PATRICIA KOHLRAUSCH,ENDURANCE ON,Feminino,F5054,32,0:43:44,2:03:02,3:46:30,4:30:33,4:31:08,6:26
2258,1451,FABIO AUGUSTO MARTINS POLIZEL,,Masculino,M4044,411,0:40:43,1:57:12,3:45:12,4:30:35,4:31:47,6:26
2259,1370,SABRINA CECILIA FREYRE BOTELHOS,,Feminino,F4044,133,0:42:45,2:03:41,3:48:31,4:30:43,4:32:59,6:27
2260,2602,CRISTIANO STRIDER,,Masculino,M5054,147,0:39:36,1:49:47,3:37:49,4:30:46,4:33:42,6:27
2261,2043,BRUNO YOUN,,Masculino,M3034,255,0:41:04,1:55:29,3:43:40,4:30:49,4:34:00,6:27
2262,2700,CAROLINE MACIEL,F3,Feminino,F4044,134,0:38:52,1:54:22,3:42:14,4:30:52,4:32:56,6:27
2263,1579,PATRICIA ALVES DA SILVA,WANDER DO PRADO RUNNERS BH,Feminino,F4549,89,0:43:52,2:03:30,3:44:42,4:30:54,4:32:57,6:27
2264,2151,CELSO SOARES MACHADO,,Masculino,M4549,255,0:35:50,1:47:14,3:37:26,4:30:57,4:31:07,6:27
2265,424,MARCELO MEDEIROS,GO ASSESSORIA ESPORTIVA,Masculino,M5054,148,0:41:42,1:58:43,3:39:30,4:30:58,4:34:16,6:27
2266,1012,REGIANE GOVEA CEZNIOWSKI,VS CANOAS,Feminino,F4044,135,0:40:05,1:55:46,3:44:11,4:31:07,4:32:31,6:27
2267,1206,ALESSANDRA GOMES TREGA,POLLI RUNNING,Feminino,F3034,72,0:41:39,1:58:18,3:44:13,4:31:11,4:33:41,6:28
2268,2521,RODRIGO BUENO GUSSO,,Masculino,M4549,256,0:45:06,2:03:12,3:45:50,4:31:13,4:33:21,6:28
2269,1052,FABIO ROCHA,,Masculino,M4044,412,0:38:33,1:55:00,3:46:25,4:31:16,4:31:44,6:28
2270,1473,TANARA LAIS HUNEMEIER,BETA FURLAN,Feminino,F3034,73,0:38:13,1:52:33,3:39:29,4:31:16,4:31:46,6:28
2271,1679,ALETHEA FREITAS DE OLIVEIRA,LSRUN,Feminino,F4549,90,0:46:46,2:11:22,3:52:41,4:31:16,4:34:24,6:28
2272,1837,ADRIANA LETICIA BORDABERRY GODOY,,Feminino,F4044,136,0:43:41,2:01:50,3:45:32,4:31:17,4:34:23,6:28
2273,1480,RAFAEL TOALDO,WEB TREINO,Masculino,M3034,256,0:46:16,2:07:23,3:49:04,4:31:19,4:34:32,6:28
2274,282,PEDRO EUGENIO WIPIEWSKI,WIPI RUN,Masculino,M3034,257,0:41:11,1:51:17,3:34:24,4:31:19,4:34:11,6:28
2275,2179,NELSON LUIZ SETTI,,Masculino,M4549,257,0:35:43,1:49:08,3:41:57,4:31:20,4:31:58,6:28
2276,1484,JOAO EUSTAQUIO PINTO DE OLIVEIRA,BHRUN,Masculino,M5559,68,0:38:00,,3:27:22,4:31:22,4:32:00,6:28
2277,1422,LEONARDO DE ALMEIDA CUBICA,,Masculino,M4549,258,0:45:31,2:06:51,3:48:54,4:31:32,4:33:15,6:28
2278,346,LEONARDO CHAGAS DE ABREU,,Masculino,M4044,413,0:44:23,2:03:32,3:45:13,4:31:37,4:34:18,6:28
2279,155,CARLA HAMILTON SCHIESTL,,Feminino,F4044,137,0:43:42,2:07:22,3:54:18,4:31:46,4:34:33,6:28
2280,2508,ANDRE TURBIANI,BRANCA ESPORTES,Masculino,M4549,259,0:39:17,1:52:56,3:38:48,4:31:49,4:32:36,6:28
2281,1270,DOUANNY TAVARES PIMENTEL,ASSESSORIA PATTHY RUNNING,Feminino,F3539,114,0:44:01,2:05:12,3:46:43,4:31:55,4:32:11,6:28
2282,1377,MELISSA MAIA BASTELLI,MB PERSONAL TRAINERS,Feminino,F4549,91,0:43:14,2:03:00,3:46:23,4:31:59,4:32:53,6:29
2283,1960,LIONALDA BACELAR NEMER,TM RUNNERS,Feminino,F5054,33,0:46:18,2:08:49,3:49:12,4:32:00,4:35:19,6:29
2284,681,LUANA BARBOSA LUZARDO,,Feminino,F3034,74,0:42:30,1:58:50,3:45:00,4:32:03,4:32:31,6:29
2285,192,FILIPE AVILA GALLO,,Masculino,M3539,397,0:44:05,2:05:10,3:48:27,4:32:04,4:34:43,6:29
2286,839,GILMAR FERNANDES,,Masculino,M5054,149,0:42:06,2:00:47,3:49:02,4:32:11,4:35:38,6:29
2287,2059,DANIEL FILIPE PEREIRA,LS RUNNING,Masculino,M4044,414,0:39:24,1:54:35,3:43:30,4:32:11,4:32:59,6:29
2288,3352,ANGELO STIMAMILIO JUNIOR,VEGAN RUNNER,Masculino,M5054,150,0:41:51,1:57:40,3:38:52,4:32:20,4:33:56,6:29
2289,1328,LINDOMAR BANDEIRA,RUNNERS 42K,Masculino,M4549,260,0:42:43,2:02:28,3:44:44,4:32:23,4:35:30,6:29
2290,2056,VIVIANE MORAES HEINZELMANN REINERT,BOMBEIROS VOLUNTARIOS DE JOINVILLE,Feminino,F4044,138,0:45:14,2:07:25,3:48:02,4:32:23,4:35:02,6:29
2291,124,ADENILSON MOREIRA OTONI,CQC,Masculino,M4549,261,0:41:10,2:00:44,3:47:46,4:32:26,4:33:31,6:29
2292,1048,LEANDRO SOUSA,TARTARUGA,Masculino,M2529,109,0:46:22,2:09:18,3:52:11,4:32:35,4:35:55,6:29
2293,2818,BETINA BONETTE ORGECOVSKI,4RUN,Feminino,F2529,38,0:41:50,2:00:21,3:46:30,4:32:37,4:34:28,6:29
2294,1654,NEURO ZORTEA,CELIO LOBATO,Masculino,M5559,69,0:45:52,2:07:46,3:47:55,4:32:42,4:35:42,6:29
2295,1065,ROSEMILDE MARIA GONCALVES FRANCA,,Feminino,F5559,28,0:42:46,2:05:43,3:46:21,4:32:45,4:33:41,6:29
2296,1026,PRISCILA POLYANA SCHABBACH TRINKS,VS CANOAS,Feminino,F3539,115,0:44:54,2:06:22,3:48:25,4:32:48,4:34:15,6:29
2297,2363,ANTONIO FRANKLIN MENDONCA PEREIRA,,Masculino,M3034,258,0:46:17,2:08:59,3:49:49,4:33:04,4:36:30,6:30
2298,920,DIEGO ANTONIO MARANGONI,EMA,Masculino,M3539,398,0:47:20,2:14:46,3:52:50,4:33:11,4:35:28,6:30
2299,2119,LUCAS PRONI,RUNFUN,Masculino,M2529,110,0:43:40,2:02:15,3:42:14,4:33:12,4:35:49,6:30
2300,1159,MARIANA BAAKILINI NEGREIROS VELLOSO,,Feminino,F3034,75,0:43:37,2:00:52,3:42:59,4:33:18,4:36:30,6:31
2301,1458,IVO MANOROV,,Masculino,M5054,151,0:37:03,1:45:13,3:37:02,4:33:20,4:33:49,6:31
2302,678,SANDRO AZEVEDO,,Masculino,M4549,262,0:36:05,1:44:53,3:28:32,4:33:22,4:34:19,6:31
2303,3597,ISABELLA LEAL MALANSKI,,Feminino,F2024,3,0:42:30,2:04:17,3:50:03,4:33:24,4:35:14,6:31
2304,1494,HAROLDO ALVES DE FARIAS,,Masculino,M6569,11,0:46:31,2:07:55,3:48:50,4:33:31,4:36:49,6:31
2305,1476,CARLOS AUGUSTO CARMO,FS ASSESSORIA,Masculino,M4044,415,0:40:27,1:55:38,3:45:35,4:33:31,4:36:01,6:31
2306,2374,RILDO XAVIER FERREIRA DA COSTA,RB ASSESSORIA,Masculino,M4044,416,0:46:45,2:10:12,3:50:37,4:33:43,4:36:40,6:31
2307,3410,FERNANDA RIBEIRO ARAGAO FERRARI,,Feminino,F4549,92,0:42:37,2:00:46,3:44:20,4:33:47,4:35:53,6:31
2308,1607,GILBERTO NOVAES GRANDE,MFTRUNNERS,Masculino,M3539,399,0:45:06,2:08:01,3:49:31,4:33:48,4:35:59,6:31
2309,1958,ELOISA BERTO VAZ,WR TRAIL RUNNING,Feminino,F3539,116,0:43:21,2:04:57,3:51:41,4:33:51,4:36:11,6:31
2310,1061,SILMARA DE ARRUDA SILVA,LS ASSESSORIA,Feminino,F3539,117,0:41:31,1:58:42,3:43:27,4:33:53,4:34:46,6:31
2311,1394,LAIS DIAS SALVANI,,Feminino,F4549,93,0:42:45,2:03:26,3:49:23,4:33:54,4:35:21,6:31
2312,882,GUSTAVO BECACICI ESTEVES VIANNA,MAXIMIZE,Masculino,M3539,400,0:45:43,2:08:23,3:50:25,4:33:56,4:36:28,6:31
2313,128,ALESSANDRO PEREIRA PINHO,TEAM MUTANTE,Masculino,M4044,417,0:39:38,1:55:24,3:45:10,4:34:00,4:34:54,6:31
2314,316,SEBASTIANA PEREIRA DOS SANTOS,TEAM MUTANTE,Feminino,F4044,139,0:42:31,1:59:13,3:45:13,4:34:03,4:34:59,6:31
2315,426,ALEXANDRE LUIZ DA SILVA,GRUPO EU10 CORRIDAS,Masculino,M5054,152,0:40:34,1:53:35,3:37:51,4:34:05,4:35:53,6:32
2316,2851,ROSANA VALIM,,Feminino,F3034,76,0:36:21,1:46:06,3:33:42,4:34:08,4:35:00,6:32
2317,3229,LAURA PROCHNOW,,Feminino,F3034,77,0:42:17,2:03:51,3:47:14,4:34:19,4:35:34,6:32
2318,1839,GETULIO FERREIRA LIMA FILHO,IM3 TREINAMENTO OUTDOOR,Masculino,M5559,70,0:41:06,1:55:22,3:44:57,4:34:20,4:36:21,6:32
2319,2937,THOMAS FERRAO,SICREDIPACE,Masculino,M3539,401,0:42:19,2:04:00,3:47:18,4:34:23,4:35:38,6:32
2320,444,SUELEM PIMENTEL DOS SANTOS,MOVE ON,Feminino,F3539,118,0:41:31,1:59:36,3:45:54,4:34:24,4:36:51,6:32
2321,3382,ADRIANE COSTA DOS SANTOS,,Feminino,F4549,94,0:42:47,2:01:52,3:45:53,4:34:25,4:37:14,6:32
2322,374,MARILIA SILVA CHAVES,,Feminino,F3539,119,0:41:52,2:01:42,3:46:06,4:34:26,4:37:19,6:32
2323,1784,EMMANUELLE GALANTE ROUSSOULIERES DOS SANTOS,LUIZ BASTOS,Feminino,F4549,95,0:44:58,2:06:58,3:48:55,4:34:32,4:35:30,6:32
2324,1232,FABIO DE ANDRADE,ROSSINI ASSESSORIA ESPORTIVA,Masculino,M5054,153,0:45:31,2:06:50,3:51:57,4:34:34,4:35:36,6:32
2325,1231,CHRISTIANO PINTO CORREA,ROSSINI ASSESSORIA ESPORTIVA,Masculino,M5054,154,0:45:31,2:06:49,3:52:00,4:34:35,4:35:36,6:32
2326,2973,WAGNER FERREIRA PINTO,,Masculino,M3539,402,0:44:50,2:05:08,3:46:24,4:34:53,4:37:42,6:32
2327,616,BARBARA PONS SCHULHAN DE PAULA,TUCANO,Feminino,F3539,120,0:43:55,2:03:12,3:45:26,4:34:53,4:36:27,6:32
2328,1462,JACKSON WILLIAN GUILHERME DA SILVA,CASCAVEL RUN,Masculino,M3539,403,0:43:46,2:00:59,3:46:06,4:34:55,4:37:22,6:33
2329,1676,CICERO BERNARDO DA SILVA,KAKA ASSESSORIA,Masculino,M6064,31,0:42:52,2:00:30,3:47:30,4:35:01,4:37:11,6:33
2330,1848,LUIS CARLOS DA SILVEIRA,VITAL,Masculino,M6064,32,0:38:47,1:51:29,3:44:37,4:35:02,4:36:19,6:33
2331,2448,EDNA QUEIROZ,FERNANDO DINIZ,Feminino,F4549,96,0:43:47,2:02:50,3:47:06,4:35:03,4:35:03,6:33
2332,2106,MANOEL MESSIAS ALVES DOS SANTOS,CANELAS,Masculino,M4549,263,0:45:18,2:02:25,3:44:27,4:35:09,4:37:58,6:33
2333,1941,RENATO HENRIQUE G D CORREA,,Masculino,M3539,404,0:45:26,2:01:23,3:44:03,4:35:09,4:37:42,6:33
2334,145,ANTONIO CARLOS DA COSTA MINGO,ACRUGARIMPO RUNNERS,Masculino,M6569,12,0:42:32,2:02:01,3:47:54,4:35:13,4:36:23,6:33
2335,2755,MYRIAM BEATRIZ MALUH,,Feminino,F4549,97,0:40:52,1:59:32,3:48:38,4:35:15,4:37:47,6:33
2336,1505,GLAYDSON DOS SANTOS SILVA,WINNES,Masculino,M5054,155,0:38:41,1:49:12,3:35:17,4:35:15,4:36:38,6:33
2337,918,MARIA LUISA MOURA ABREU,,Feminino,F5054,34,0:41:12,2:03:29,3:44:52,4:35:17,4:36:21,6:33
2338,439,LUCIANE BRANDALISE,MOVE ON,Feminino,F4549,98,0:42:04,2:01:23,3:47:22,4:35:29,4:37:59,6:34
2339,418,CLAUDIO JACINTO,DUNAMIS ASSESSORIA ESPORTIVA,Masculino,M4549,264,0:42:42,1:59:42,3:44:12,4:35:29,4:38:55,6:34
2340,691,ELIZETE LEAL PEREIRA,JABUTI DO LAVRADO BOA VISTA RORAIMA,Feminino,F5559,29,0:43:45,2:00:58,3:43:52,4:35:34,4:38:10,6:34
2341,2954,MARC CHRISTIAN HEITMANN,,Masculino,M5054,156,0:45:36,2:05:23,3:50:20,4:35:35,4:37:51,6:34
2342,2913,BIANCA JAINE HAKPAT,POMERODE RUNNERS,Feminino,F2529,39,0:40:57,2:01:43,3:49:47,4:35:43,4:39:08,6:34
2343,122,RAFAEL PLACIDO DOS SANTOS,TURMA DA JAQUEIRA,Masculino,M3539,405,0:45:13,2:05:17,3:48:28,4:36:09,4:39:32,6:34
2344,239,LUAN VIEIRA ARAUJO,LUAN VIEIRA,Masculino,M3034,259,0:39:20,1:50:57,3:42:19,4:36:09,4:36:39,6:34
2345,576,ANGELICA ROSA DE SOUZA ARAUJO,@PERSONALVANESSAMALTA,Feminino,F5559,30,0:39:19,1:56:33,3:45:08,4:36:16,4:39:18,6:35
2346,1327,LUCAS TIAGO MUKA NETZEL,CONQUISTA,Masculino,M2529,111,0:40:16,1:51:23,3:41:13,4:36:22,4:37:43,6:35
2347,1611,BRUNO DE OLIVEIRA MARTINS,FLORIPA RUNNERS,Masculino,M4044,418,0:41:25,1:59:08,3:46:39,4:36:22,4:36:58,6:35
2348,2644,EDISIO COSTA,EDISIO JR,Masculino,M5559,71,0:46:43,2:08:25,3:52:21,4:36:26,4:39:22,6:35
2349,2061,CARLOS PEDRINHO WEISS FILHO,,Masculino,M4044,419,0:39:36,1:52:10,3:40:38,4:36:26,4:39:21,6:35
2350,223,JORGE LUIS SANCHEZ ROA,,Masculino,M3539,406,0:43:54,2:01:07,3:44:13,4:36:28,4:39:27,6:35
2351,1866,ANDREA MELO SEIXAS DA SILVA E SOUSA,SEU TENIS DE CORRIDA,Feminino,F3034,78,0:42:01,2:00:50,3:49:05,4:36:31,4:39:24,6:35
2352,1867,BRUNO SA SEIXAS DA SILVA E SOUSA,SEU TENIS DE CORRIDA,Masculino,M3539,407,0:42:03,2:00:48,3:49:08,4:36:38,4:39:32,6:35
2353,3139,PATRICIA AMORIM,F3 ASSESSORIA ESPORTIVA,Feminino,F3034,79,0:43:05,2:04:38,3:51:12,4:36:44,4:39:40,6:35
2354,3602,ANA PAULA ROMANCINI,ESCOLA DE BOXE CCAP,Feminino,F4549,99,0:42:59,2:06:40,3:53:32,4:36:50,4:39:04,6:35
2355,2068,SHIGUEO SHIMADA,,Masculino,M5559,72,0:49:33,2:15:33,3:58:05,4:37:05,4:39:55,6:36
2356,580,GISLAINE VIEIRA,FLORIPA RUNNERS,Feminino,F3034,80,0:44:25,2:06:05,3:51:38,4:37:09,4:39:42,6:36
2357,292,RALEN VERAS,JUVENTUDE E FE,Masculino,M3539,408,0:42:07,2:01:11,3:50:17,4:37:16,4:39:17,6:36
2358,1953,RICARDO ALEXANDRE GOMES,HARRY PERSONAL,Masculino,M4549,265,0:42:31,2:01:24,3:47:41,4:37:16,4:38:44,6:36
2359,281,PAULO JOSE ISRAEL JUNIOR,JUVENTUDE E FE RUNNERS,Masculino,M5054,157,0:42:10,2:01:14,3:50:23,4:37:20,4:39:20,6:36
2360,589,JAYANNA LEOCADIO SALGUEIRO,ATHLETICA ASSESSORIA,Feminino,F4044,140,0:37:45,1:48:38,3:43:07,4:37:22,4:40:26,6:36
2361,1875,CLAUDIO SAENGER FORTES,CORRE ASSESSORIA ESPORTIVA,Masculino,M6569,13,0:41:43,1:57:48,3:48:27,4:37:22,4:39:45,6:36
2362,1129,RODRIGO THKATCHUKA BALDUINO,TEAM VOOX,Masculino,M2529,112,0:40:54,1:54:13,3:41:10,4:37:48,4:40:21,6:37
2363,1130,JOHANSSON IONGBLODE DE OLIVEIRA,TEAM VOOX,Masculino,M2529,113,0:40:54,1:54:14,3:41:31,4:37:48,4:40:20,6:37
2364,642,JOAO PEDRO BIANCHI RINALDO,JR CONSTRUTORA E INCORPORADORA LTDA,Masculino,M3034,260,0:38:00,1:44:56,3:40:58,4:37:54,4:39:05,6:37
2365,2479,FABIO ADAUTO FERREIRA,YOU RUNNERS,Masculino,M4044,420,0:37:33,1:49:56,3:31:52,4:37:56,4:38:32,6:37
2366,3463,GUSTAVO DE LIMA SOBRINHO DA MOTTA PINTO,NIKITI RUN CLUB,Masculino,M4044,421,0:42:41,2:00:22,3:48:46,4:37:58,4:40:42,6:37
2367,1733,MICHELE MARIA NEVES,EQUIPE RACUDOS CARATINGA,Feminino,F3539,121,0:42:31,2:01:35,3:50:56,4:38:03,4:39:12,6:37
2368,3176,MARCENON OLERIO CUNHA BILL CUNHA,,Masculino,M5054,158,0:40:24,1:51:45,3:34:06,4:38:04,4:40:59,6:37
2369,2939,ANTONIO CARLOS MANOEL,,Masculino,M5054,159,0:40:20,1:51:40,3:38:35,4:38:04,4:40:59,6:37
2370,3616,DANIEL HENRIQUE ALVES,SOLO,Masculino,M4044,422,0:41:11,1:53:52,3:43:08,4:38:05,4:41:02,6:37
2371,2931,DIEGO DA COSTA,CORREDORES E AMIGOS CBVJ,Masculino,M3539,409,0:45:36,2:07:34,3:50:51,4:38:06,4:40:20,6:37
2372,3224,CLADIS SEGER DA COSTA,CORREDORES E AMIGOS CBVJ,Feminino,F4549,100,0:45:34,2:07:49,3:50:53,4:38:06,4:40:20,6:37
2373,845,DANIELA FRANCO MOTTA NESSO,TEAM FELIPE KOGIMA,Feminino,F5054,35,0:44:44,2:05:49,3:51:44,4:38:14,4:41:19,6:37
2374,3488,THIAGO CAVALCANTE,,Masculino,M3034,261,0:46:37,2:09:37,3:53:49,4:38:23,4:41:40,6:38
2375,176,EDIMARA APARECIDA ROSA,,Feminino,F5559,31,0:45:40,2:08:13,3:52:22,4:38:23,4:41:09,6:38
2376,785,DELMA KIRCHNER,TEAM SEFFRIN,Feminino,F4549,101,0:42:49,2:02:01,3:52:36,4:38:31,4:40:09,6:38
2377,172,DIEGO OLIVEIRA BORGES,,Masculino,M3539,410,0:42:49,2:01:59,3:52:34,4:38:32,4:40:09,6:38
2378,3573,EDUARDO PERTILE,NOVA ACROPOLE,Masculino,M3539,411,0:41:49,1:59:07,3:46:14,4:38:32,4:40:50,6:38
2379,1300,WALESKA KAUDY ALANO,4RUN ASSESSORIA,Feminino,F4044,141,0:46:11,2:11:13,3:54:57,4:38:32,4:40:23,6:38
2380,106,ADRIANA BOLDRINI DOS SANTOS,DUNAMIS ASSESSORIA ESPORTIVA,Feminino,F3034,81,0:44:06,2:05:34,3:51:47,4:38:33,4:41:55,6:38
2381,181,EMERSON ANTONIO RECOARO,MFT RUNNERS,Masculino,M5054,160,0:41:09,1:57:06,3:45:59,4:38:42,4:40:52,6:38
2382,1789,YAMMARIS RHEGIA BEZERRA BARBOSA DE OLIVEIRA,PACEFIT,Feminino,F3034,82,0:47:03,2:07:52,3:53:50,4:38:43,4:42:01,6:38
2383,3417,MARCELO LOPES DE OLIVEIRA,,Masculino,M5559,73,0:45:31,2:06:23,3:53:12,4:38:49,4:42:15,6:38
2384,1291,EDUARDO ALVES,VILARINHO,Masculino,M3034,262,0:38:30,1:47:53,3:41:27,4:38:50,4:39:51,6:38
2385,3416,NEUSA MARIA VEDOVATO DE OLIVEIRA,,Feminino,F6064,6,0:45:31,2:06:17,3:53:17,4:38:50,4:42:14,6:38
2386,2898,EDVALDO CATARINO DA SILVA,,Masculino,M3034,263,0:43:33,1:56:24,3:50:06,4:38:51,4:40:31,6:38
2387,1564,DAIANE FELTRIN MILANI,PRO ELITE,Feminino,F2024,4,0:44:21,2:00:14,3:49:04,4:38:55,4:41:40,6:38
2388,871,ANA CLAUDIA DE LIMA,TON LEVI GESTAO ESPORTIVA,Feminino,F3539,122,0:45:53,2:10:19,3:54:15,4:38:59,4:42:04,6:38
2389,3365,FRANCISCO HUDSON COSTA DA PAZ,ROTA 275 RUNNERS,Masculino,M3539,412,0:38:53,1:49:24,3:42:04,4:39:02,4:41:28,6:38
2390,546,EMILIAN ONOFREI,EQUIPE TOP,Masculino,M5054,161,0:41:26,2:00:27,3:48:55,4:39:05,4:42:40,6:38
2391,2256,JOAO PAULO DOS SANTOS RAMOS,CORREDORES DA ZONA NORTE CZN,Masculino,M3539,413,0:44:18,2:03:24,3:51:32,4:39:14,4:42:29,6:39
2392,1929,DANIEL RIBEIRO DOS SANTO,,Masculino,M3539,414,0:45:09,2:05:57,3:51:29,4:39:15,4:41:54,6:39
2393,372,LUANA IENSEN GONCALVES,CURICAS RUNNER,Feminino,F3539,123,0:52:07,2:44:33,,4:39:21,4:40:42,6:39
2394,2357,NATHALIA CUNHA VIEIRA,T2 ASSESSORIA ESPORTIVA,Feminino,F2529,40,0:44:27,2:03:51,3:55:10,4:39:24,4:42:53,6:39
2395,2947,SERGIO APARECIDO MONTEIRO GOMES,SOZINHO,Masculino,M5559,74,0:42:46,1:55:57,3:49:54,4:39:24,4:42:56,6:39
2396,2142,MICHELLE CRISTINE COGO,LIVRESS,Feminino,F4044,142,0:43:51,2:06:40,3:51:48,4:39:26,4:41:56,6:39
2397,521,ROSILDA DOS SANTOS SILVA ROCHA,,Feminino,F4044,143,0:42:02,1:57:22,3:51:29,4:39:28,4:40:51,6:39
2398,1437,CLAUDIO ROBERTO AGNER,FS ASSESSORIA ESPORTIVA,Masculino,M4549,266,0:40:29,1:53:35,3:50:26,4:39:28,4:41:56,6:39
2399,2933,TATIANA SCHMITT,SPF RUNNING,Feminino,F4044,144,0:43:01,2:04:41,3:52:25,4:39:29,4:41:50,6:39
2400,356,RICARDO KOLESNIKOVAS,RUNFUN BY AG,Masculino,M6064,33,0:48:02,2:17:01,3:57:16,4:39:39,4:42:59,6:40
2401,3755,ALESSANDRO FERRARINI,,Masculino,M3034,264,0:45:02,2:01:56,3:47:36,4:39:44,4:42:46,6:40
2402,3766,FLAVIO FAUST,,Masculino,M4044,423,0:40:39,1:54:17,3:45:30,4:39:45,4:43:08,6:40
2403,2807,VINICIUS PEREIRA BITENCOURT,,Masculino,M3034,265,0:42:54,1:58:10,3:47:54,4:39:56,4:42:52,6:40
2404,1707,RAFAELA FUSIEGER,BUCICA RUNNERS,Feminino,F3034,83,0:47:05,2:13:13,3:57:12,4:39:58,4:43:32,6:40
2405,1852,KLEITON RODRIGO TESSER,BUCICA RUNNERS,Masculino,M4044,424,0:47:04,2:13:12,3:57:14,4:39:59,4:43:32,6:40
2406,769,ADRIANO SILVA BARRETO,VIDA CORRIDA ASSESSORIA ESPORTIVA,Masculino,M4549,267,0:41:41,1:58:04,3:50:06,4:40:01,4:41:01,6:40
2407,743,MARIANNA SEVERGNINI MACHADO,MOVE ON,Feminino,F3539,124,0:41:32,2:01:12,3:52:26,4:40:03,4:42:31,6:40
